NCR ID,Entity Name,Regional Compliance Enforcement Authority,BA,DP,GO Category 1,GO Category 2,GOP Category 1,GOP Category 2,PCPA,RC,RP,RSG,TO,TOP,TP,TSP,DPUF,FRSG,RRSG
NCR11685,"SOLV Energy, LLC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR08031,South Central Power Co.,RF,,DP,,,,,,,,,,,,,,,
NCR12141,"South Field Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00917,Southern Indiana Gas & Electric Company d/b/a CenterPoint Energy Indiana South,RF,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR00918,"Southern Maryland Electric Cooperative, Inc.",RF,,DP,,,,,,,,,TO,,,,,,
NCR12021,Southern Power Company,RF,,,GO-1,GO-2,,,,,,,,,,,,,
NCR13128,"Speedway Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11822,"Springdale Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11812,"St. Joseph Energy Center, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00889,"Susquehanna Nuclear, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13376,"Swiftwater Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13283,"Sycamore Creek Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13022,"Symphony Breeze, LLC",RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR00925,T.E.S. Filer City Station Limited Partnership,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11844,"Tait Electric Generating Station, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11362,"Talen Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11882,"Tenaska Pennsylvania Partners, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR08073,"The City of Hamilton, Ohio",RF,,DP,,,,,,,,,,,,,,,
NCR00748,The Dayton Power and Light Company d/b/a AES Ohio,RF,,DP,,,,,,,,,TO,,,,,,
NCR13076,Tibbits Energy Storage LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR11925,Transource East,RF,,,,,,,,,,,TO,,,,,,
NCR11759,"Troy Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12534,Twin Lakes Solar LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11280,Twin Ridges Wind Farm,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR04167,U.S. Department of Energy,RF,,,,,,,,,,,TO,TOP,,,,,
NCR00935,"UGI Utilities, Inc.",RF,,DP,,,,,,,,,TO,,,,,,
NCR00936,"University Park Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13529,UPC Power Solutions LLC,RF,,,,GO-2,,,,,,,,,,,,,
NCR11716,Upper Michigan Energy Resources Corporation,RF,,DP,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR11917,"Vermillion Power, L.L.C.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12287,Virginia Electric and Power Company - Power Generation (RF),RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00200,Vistra Corp.,RF,,,GO-1,,,,,,,,,,,,,,
NCR00940,"Wabash Valley Power Association, Inc.",RF,,DP,GO-1,,,,,,,,TO,,,,,,
NCR11876,"Walleye Power, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11890,"Walnut Ridge Wind, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13114,Waterford Power LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13478,"Waymart Wind Power, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11391,"West Deptford Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13102,"Wheatsborough Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR08077,Wheelabrator Falls Inc.,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13413,"White Tail Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00417,"Whiting Clean Energy, Inc.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13320,Wind Park Bear Creek,RF,,,,GO-2,,,,,,,,,,,,,
NCR11498,Wisconsin Electric Power - MIUP,RF,BA,,,,,,,,,,,,,,,,
NCR00951,Wisconsin Electric Power Company,RF,BA,DP,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00952,Wisconsin Public Service Corporation,RF,BA,DP,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00953,"Wolf Hills Energy, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00954,"Wolverine Power Supply Cooperative, Inc.",RF,,DP,GO-1,,GOP-1,,,,,,TO,TOP,TP,,,,
NCR11845,"Yankee Street, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12093,Yards Creek Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12326,"Yellowbud Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12543,"1803 Electric Cooperative, Inc.",SERC,BA,DP,,,,,,,,,TO,,TP,,,,
NCR12082,"ACT Power Services, LLC",SERC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11679,AES US Renewables,SERC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11050,"AL Sandersville, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11833,"AL Solar A, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR12312,"AL Solar D, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13549,"AL Solar G, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13550,"AL Solar H, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR01165,Alabama Municipal Electric Authority,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01166,Alabama Power Company,SERC,,DP,GO-1,,,,,,,,TO,,,,,,
NCR12135,Albany Green Energy,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12297,"Allora Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13023,"Alton Post Office Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13438,"Altona Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR10248,Ameren Missouri,SERC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR01175,Ameren Services Company,SERC,BA,DP,,,,,,,RP,,TO,TOP,TP,,,,
NCR13380,"American Beech Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR00683,American Municipal Power Inc.,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13506,Apple Energy LLC,SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13296,"Arevon Energy, Inc.",SERC,,,,,,GOP-2,,,,,,,,,,,
NCR01060,Arkansas Electric Cooperative Corporation,SERC,,DP,GO-1,,GOP-1,,,,RP,,TO,,,,,,
NCR01177,"Associated Electric Cooperative, Inc.",SERC,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR10259,"Avangrid Power, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13555,AWAM - Lotus Wind,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13060,AWAM - Prosperity Wind,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13011,AWAM - Timbermill Wind,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR00003,"Bartow, City of",SERC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13556,"Bay Tree Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13051,Bayou Cove,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12170,BayWa r.e. Operation Services LLC,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR00004,Beaches Energy Services of Jacksonville Beach,SERC,,DP,,,,,,,,,TO,TOP,,,,,
NCR12236,"Beulah Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR12018,"BHER Market Operations, LLC",SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13052,Big Cajun 1,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13053,Big Cajun 2,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12260,"Big River Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR01180,Big Rivers Electric Corporation,SERC,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR13290,"BirdDog Solar, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11309,Bishop Hill Energy II LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11856,Bishop Hill Energy III LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12325,"Black Bear Alabama Solar 1, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13006,"Blackwater Solar, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13466,"Bladen Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13054,"Blue Bird Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR01183,Blue Ridge Electric Membership Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR13437,Bluebird Solar LLC,SERC,,,GO-1,,,,,,,,,,,,,,
NCR13297,"Bluestone Farm Solar, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12310,"Boralex US Operations, LLC",SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13404,"Brantley Farm Solar, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR01186,"Brazos Electric Power Cooperative, Inc.",SERC,,DP,,,,,,,,,,,,,,,
NCR11313,"Broad River Energy, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13304,"Broad River Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR11647,Brookfield Power US Asset Management LLC,SERC,,,,,GOP-1,,,,,,,TOP,,,,,
NCR11286,Brookfield Smoky Mountain Hydropower LLC,SERC,,,GO-1,,,,,,,,,,,,,,
NCR13405,"Buckleberry Solar, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12439,"Bulldog Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13467,"Bullock Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR12307,"Cabin Creek Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11318,California Ridge Energy LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00006,Calpine Corporation,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11986,Camilla Solar Energy LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12457,"Cane Creek Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11999,Cardinal Point LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11846,"Carolina Power Partners, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12278,Carolinas Reserve Sharing Group,SERC,,,,,,,,,,RSG,,,,,,,
NCR11479,Carville Energy LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13169,"Catalina Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR09001,Catalyst Old River Hydroelectric Limited Partnership,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13452,"Centerfield Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR01191,Central Electric Power Cooperative Inc,SERC,,DP,,,,,,,,,TO,,,,,,
NCR00065,Central Florida Tourism Oversight District,SERC,,DP,,,,,,,RP,,,,,,,,
NCR11466,Century Aluminum Company,SERC,,DP,,,,,,,,,,,,,,,
NCR11191,"Cherokee County Cogeneration Partners, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10316,"CHI Power, Inc.",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11418,"Choctaw Generation Limited Partnership, LLLP",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01192,Citizens Electric Corporation,SERC,,DP,,,,,,,,,TO,,TP,,,,
NCR06033,City of Abbeville,SERC,,,,,,,,,,,TO,,,,,,
NCR01068,City Of Alexandria,SERC,,DP,GO-1,,GOP-1,,,,RP,,TO,,,,,,
NCR01195,City of Camden,SERC,,,,,,,,,,,,,,,DP-UFLS,,
NCR01071,"City Of Clarksdale, Mississippi",SERC,,,GO-1,,GOP-1,,,,,,TO,,,,DP-UFLS,,
NCR01196,"City of Columbia, MO",SERC,BA,DP,,,,,,,RP,,TO,TOP,TP,,,,
NCR01199,City of Dalton d/b/a Dalton Utilities,SERC,,DP,,,,,,,,,TO,,,,,,
NCR11916,"City of Henderson, KY, Utility Commission, DBA Henderson Municipal Power & Light",SERC,BA,,,,,,,,,,,,,,,,
NCR00043,City of Lake Worth Beach,SERC,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,,,,,
NCR11010,City of Leesburg,SERC,,,,,,,,,,,,,,,DP-UFLS,,
NCR11091,City of North Little Rock Electric Department,SERC,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR00054,City of Ocala Electric Utility,SERC,,DP,,,,,,,,,,,,,,,
NCR01202,City of Orangeburg Department of Public Utilities,SERC,,DP,,,,,,,,,,,,,,,
NCR01328,"City of Springfield, IL - CWLP",SERC,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11100,City of West Memphis (DP-UFLS),SERC,,,,,,,,,,,,,,,DP-UFLS,,
NCR01082,"City Water & Light - Jonesboro, Arkansas",SERC,,DP,,,,,,,,,,,,,,,
NCR00499,"Claiborne Electric Cooperative, Inc.",SERC,,DP,,,,,,,,,,,,,,,
NCR12566,"Clean Energy Services CES, LLC",SERC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11785,Clearlight Energy (America) LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11926,Clearway Renewable Operation & Maintenance LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01083,Cleco Corporate Holdings LLC,SERC,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR13099,Cleco Power LLC,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13072,"Concordia Electric Cooperative, Inc.",SERC,,,,,,,,,,,TO,,TP,,,,
NCR00778,"Constellation Energy Generation, LLC - Constellation Nuclear",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10390,"Constellation Energy Generation, LLC - South Region",SERC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11092,Conway Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR01315,Cooperative Energy,SERC,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR01210,Cottonwood Energy Company LP,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01211,"Covanta, Fairfax, Inc.",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12445,"CPV Stagecoach Solar, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01212,Craven County Wood Energy Limited Partnership,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13479,"Crooked Run Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR12493,Crossett Solar Energy LLC,SERC,,,GO-1,,,,,,,,,,,,,,
NCR13078,"Crossover Wind, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01169,"Cube Hydro Carolinas, LLC",SERC,BA,,GO-1,,GOP-1,,PCPA,,,,TO,TOP,TP,TSP,,,
NCR11867,"Cypress Creek O&M, LLC",SERC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11481,"Decatur Energy Center, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12382,"Delta's Edge Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11915,DEPCOM Power,SERC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR12524,"Deriva Energy Solar Holdings, LLC",SERC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR00416,Dixie Electric Membership Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR11878,"Dominion Energy Generation Marketing, Inc.",SERC,,,,,GOP-1,,,,,,,,,,,,
NCR00915,"Dominion Energy South Carolina, Inc.",SERC,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR13435,Dominion IBR-3,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13105,Dominion IBR-4,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11860,"Dorchester Biomass, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11193,"Doswell, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12517,"Double Black Diamond Solar Power, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR09008,Dow - Sabine River Operations,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR09037,"Dow Hydrocarbons & Resources, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12182,"Dressor Plains Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR01219,"Duke Energy Carolinas, LLC",SERC,BA,DP,GO-1,GO-2,GOP-1,GOP-2,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR00063,"Duke Energy Florida, LLC",SERC,BA,DP,GO-1,GO-2,GOP-1,GOP-2,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR01298,"Duke Energy Progress, LLC",SERC,BA,DP,GO-1,GO-2,GOP-1,GOP-2,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR13439,"EARP Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13445,"East Atmore Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR01225,East Kentucky Power Cooperative,SERC,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR01226,East Mississippi Electric Power Association,SERC,,DP,,,,,,,,,,,,,,,
NCR01227,East Texas Electric Cooperative Inc.,SERC,,DP,,,,,,,RP,,TO,,TP,,,,
NCR12316,"Eastover Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11662,EDP Renewables North America LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12548,"Eldorado Solar Project,  LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11355,"ElectriCities of North Carolina, Inc.",SERC,,DP,,,,,,,RP,,,,,,,,
NCR01232,EnergyUnited Electric Membership Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR01234,Entergy,SERC,BA,DP,,,,,,,RP,,TO,TOP,TP,,,,
NCR11167,Entergy - Fossil & Hydroelectric Generation,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11166,Entergy - Nuclear,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12526,Entergy Renewables,SERC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13440,"Envoy Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR11657,ETEC - San Jacinto County Peaking Facility,SERC,,,GO-1,,,,,,,,,,,,,,
NCR11658,EthosEnergy - Hardin County Peaking Facility,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR11993,EthosEnergy - Louisiana Station - EMCF,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR11655,EthosEnergy - San Jacinto County Peaking Facility,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13143,"Everline Tech Ops, LLC",SERC,,,,,,,,,,,,TOP,,,,,
NCR00128,ExxonMobil Corp - Baton Rouge,SERC,,,GO-1,,,,,,,,TO,,,,,,
NCR01239,ExxonMobil Oil Corporation - Beaumont Refinery,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01240,Fayetteville Public Works Commission,SERC,,DP,,,,,,,,,,,,,,,
NCR12056,Fern Solar LLC,SERC,,,GO-1,,,,,,,,,,,,,,
NCR13348,"FL Solar 4, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13534,"FL Solar 5, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR12535,"FL Solar 7, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13429,"FL Solar 8, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR00021,Florida Keys Electric Cooperative Assn,SERC,,DP,,,,,,,RP,,,,,,,,
NCR00022,Florida Municipal Power Agency,SERC,,,GO-1,,GOP-1,,PCPA,,RP,,,,TP,,,,
NCR00023,Florida Municipal Power Pool,SERC,BA,,,,,,,,,,,,,,,,
NCR00024,Florida Power & Light Co.,SERC,BA,DP,GO-1,,GOP-1,,PCPA,RC,RP,,TO,TOP,TP,TSP,,,
NCR00025,Florida Public Utilities Company,SERC,,DP,,,,,,,,,TO,,,,,,
NCR00026,"Florida Reliability Coordinating Council, Inc.",SERC,,,,,,,PCPA,RC,,,,,,,,,
NCR00464,Florida Reserve Sharing Group,SERC,,,,,,,,,,RSG,,,,,,,
NCR12272,Ford County Wind LLC,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00027,Fort Pierce Utilities Authority,SERC,,DP,,,,,,,,,TO,,,,,,
NCR13406,"Fox Creek Farm Solar, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11963,Franklin Biomass Plant,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01244,French Broad Electric Membership Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR13401,"Fresh Air Energy XXIII, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13349,"GA Solar 3, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR00032,Gainesville Regional Utilities,SERC,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,,,,
NCR01247,Georgia Power Company,SERC,,DP,GO-1,GO-2,,,,,,,TO,,,,,,
NCR01248,Georgia System Operations Corporation,SERC,,,,,,,,,,,,TOP,,,,,
NCR01249,Georgia Transmission Corporation,SERC,,DP,,,,,PCPA,,,,TO,,TP,TSP,,,
NCR00069,GEV - Shady Hills,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11434,"Gibson City Energy Center, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12174,"Glacier Sands Wind Power, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13399,"Glover Creek Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR11623,"Green Power Solutions of Georgia, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR11977,Greenup Generation,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11393,"Gridforce Energy Management, LLC",SERC,,,,,,,,,,,,TOP,,,,,
NCR11783,"GridLiance Holdco, LLC",SERC,,,,,,,,,,,,,TP,,,,
NCR13298,"Gulf Coast Solar Center I, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13299,"Gulf Coast Solar Center II, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13300,"Gulf Coast Solar Center III, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR12284,"Gunsight Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR12446,"Happy Solar 1, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR00035,Hardee Power Partners Limited,SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12083,"Harts Mill Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR12478,"Harvest Gold Solar Power, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13410,"Hattiesburg Farm, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13301,Hawtree Creek Farm Solar LLC,SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR10293,Haywood Electric Membership Corporation,SERC,,DP,,,,,,,,,,,,,,,
NCR01254,Henderson Municipal Power & Light,SERC,,DP,,,,,,,,,TO,,TP,,,,
NCR13546,"Highest Power Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13007,"Hobnail Solar, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01255,"Holland Energy, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR00037,"Homestead, City of",SERC,BA,DP,,,,,PCPA,,RP,,TO,TOP,TP,,,,
NCR11537,"Hoopeston Wind, LLC",SERC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00794,"Hoosier Energy REC, Inc.",SERC,,DP,,,,,,,,,,,,,,,
NCR12489,"Horus Louisiana 1, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR12023,"Huntley Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13558,Indian Creek Solar Farm LLC,SERC,,,,GO-2,,,,,,,,,,,,,
NCR13490,"Innovative Solar 31, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR11782,"Innovative Solar 42, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13497,Innovative Solar 43,SERC,,,,GO-2,,,,,,,,,,,,,
NCR11624,"Innovative Solar 46, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13449,"Innovative Solar 47, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13407,"Innovative Solar 54, LLC",SERC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13408,"Innovative Solar 67, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR13055,Invenergy Services-Blue Bird,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR13032,Invenergy Services-Long Lake,SERC,,,,,GOP-1,,,,,,,,,,,,
NCR00040,JEA,SERC,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR13037,"Jefferson Davis Electric Cooperative, Inc.",SERC,,,,,,,,,,,TO,,TP,,,,
NCR13422,"Kelso 2 Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13285,"Kelso Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR00041,"Key West, City of  (Keys Energy)",SERC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13441,"Kimmel Road Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR00042,Kissimmee Utility Authority,SERC,,DP,,,,,,,,,TO,TOP,,,,,
NCR13295,"LA3 West Baton Rouge, L.L.C.",SERC,,,,GO-2,,,,,,,,,,,,,
NCR01114,Lafayette Utilities System,SERC,BA,DP,GO-1,,GOP-1,,,,,,TO,TOP,TP,,,,
NCR00044,Lakeland Electric,SERC,,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR12186,"Lancaster Solar, LLC",SERC,,,GO-1,,,,,,,,,,,,,,
NCR13398,"Landrace Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
NCR00045,"Lee County Electric Cooperative, Inc",SERC,,DP,,,,,,,,,,,,,,,
NCR01223,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,SERC,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR13453,"Lick Creek Solar, LLC",SERC,,,,GO-2,,,,,,,,,,,,,
